ZCTA,PERCENT_TOTAL,POPULATION,A00_B99_R1000,Benign_R1000,D50_D64_R1000,E00_E99_R1000,G00_G99_R1000,J00_J99_R1000,K00_K99_R1000,N00_N99_R1000,O00_O07_R1000,O10_O99_R1000,P00_P99_R1000,Q00_Q99_R1000,Abnormal_R1000,Residual_R1000,V01_Y89_R1000,SIDS_R1000
ZCTA32776,0.000603103,12416,0.48,0.24,0.16,0.72,1.85,3.79,0.81,0.32,0.00,0.00,0.00,0.08,0.32,3.46,3.22,0.00
ZCTA33305,0.000603540,12425,0.56,0.32,0.00,0.56,2.98,4.91,0.80,0.40,0.00,0.00,0.00,0.00,0.24,5.15,4.91,0.00
ZCTA33403,0.000610001,12558,0.96,0.08,0.08,1.51,0.80,3.26,1.04,0.72,0.00,0.08,0.16,0.32,0.32,4.78,6.21,0.08
ZCTA34432,0.000611215,12583,1.19,0.87,0.16,2.38,5.09,7.15,1.03,0.79,0.00,0.00,0.08,0.16,1.11,7.39,7.23,0.08
ZCTA32348,0.000615587,12673,0.95,0.32,0.00,3.63,0.71,5.68,1.03,0.71,0.00,0.00,0.08,0.08,0.71,7.42,3.87,0.00
ZCTA34669,0.000619424,12752,1.25,0.47,0.08,1.73,2.27,7.76,1.25,1.18,0.00,0.00,0.39,0.08,3.53,7.29,5.88,0.00
ZCTA34103,0.000621853,12802,0.94,0.55,0.31,1.33,4.14,5.94,0.94,0.39,0.00,0.00,0.16,0.08,1.25,6.25,4.92,0.00
ZCTA33776,0.000625253,12872,0.78,0.62,0.00,0.93,4.27,5.13,1.24,0.47,0.00,0.00,0.00,0.08,4.27,5.67,3.57,0.00
ZCTA34475,0.000625739,12882,0.62,0.23,0.31,2.72,1.79,4.11,1.32,0.62,0.00,0.00,0.54,0.16,0.93,5.36,6.21,0.31
ZCTA33132,0.000626371,12895,0.08,0.08,0.00,0.54,0.54,0.70,0.16,0.31,0.00,0.00,0.00,0.08,0.31,1.01,2.33,0.00
ZCTA34236,0.000627585,12920,1.55,0.93,0.23,1.55,7.59,9.98,1.47,1.63,0.00,0.00,0.00,0.00,3.79,14.86,5.19,0.00
ZCTA32569,0.000630062,12971,0.69,0.31,0.00,1.23,1.31,4.01,0.85,0.46,0.00,0.00,0.23,0.00,0.23,4.93,2.70,0.00
ZCTA32908,0.000631519,13001,0.85,0.46,0.00,1.46,1.31,2.77,0.92,1.31,0.00,0.00,0.08,0.23,0.31,4.23,3.85,0.08
ZCTA33478,0.000632199,13015,0.54,0.15,0.00,0.31,1.61,2.31,0.54,0.23,0.00,0.00,0.15,0.08,0.31,4.07,3.92,0.15
ZCTA32254,0.000633365,13039,1.69,0.15,0.15,2.91,0.84,7.44,1.69,1.07,0.00,0.08,0.54,0.15,0.84,6.52,8.51,0.31
ZCTA33149,0.000634094,13054,0.38,0.23,0.08,0.61,1.76,1.69,0.38,0.38,0.00,0.00,0.00,0.00,0.61,2.53,1.61,0.00
ZCTA32669,0.000636231,13098,0.61,0.08,0.08,0.92,1.22,3.05,0.46,0.61,0.00,0.00,0.31,0.08,0.46,7.86,2.98,0.00
ZCTA33129,0.000637688,13128,0.46,0.38,0.15,0.61,2.59,2.74,0.46,0.76,0.00,0.00,0.30,0.00,0.23,3.66,1.98,0.00
ZCTA32653,0.000639631,13168,1.22,0.23,0.00,1.67,1.82,3.42,0.91,0.46,0.08,0.00,0.15,0.23,1.22,6.46,4.18,0.00
ZCTA32220,0.000640166,13179,1.06,0.08,0.08,1.67,0.76,5.77,0.91,0.91,0.00,0.00,0.38,0.00,0.53,5.92,5.84,0.08
ZCTA34947,0.000640603,13188,1.29,0.30,0.08,2.20,0.91,2.96,0.76,1.14,0.00,0.15,0.45,0.15,0.23,3.87,4.02,0.15
ZCTA34731,0.000642060,13218,0.98,0.38,0.08,1.66,2.35,4.92,1.36,0.68,0.00,0.00,0.00,0.15,0.38,7.26,4.46,0.00
ZCTA32081,0.000644392,13266,0.45,0.15,0.00,0.15,0.75,1.36,0.15,0.23,0.00,0.00,0.00,0.30,0.15,3.39,2.11,0.00
ZCTA33980,0.000647792,13336,2.85,0.67,0.37,1.65,8.55,10.72,1.95,1.35,0.00,0.00,0.15,0.22,1.35,12.52,3.07,0.00
ZCTA33315,0.000649055,13362,0.82,0.00,0.00,0.60,1.20,3.22,1.72,0.45,0.00,0.00,0.00,0.00,0.67,2.32,5.24,0.00
ZCTA33812,0.000653329,13450,0.30,0.07,0.00,0.97,0.89,3.05,0.59,0.52,0.00,0.00,0.07,0.07,0.22,3.12,2.38,0.00
ZCTA32425,0.000654787,13480,1.19,0.82,0.22,2.00,3.26,8.90,1.56,1.19,0.00,0.00,0.07,0.07,2.08,7.94,4.90,0.07
ZCTA34479,0.000657361,13533,0.89,0.44,0.00,1.77,3.84,5.99,2.07,0.22,0.00,0.07,0.07,0.30,0.89,3.99,6.58,0.07
ZCTA33477,0.000665959,13710,0.66,0.29,0.07,0.66,4.30,5.32,1.09,0.88,0.00,0.00,0.00,0.00,1.09,8.61,4.60,0.00
ZCTA33170,0.000667805,13748,0.95,0.36,0.00,2.76,1.82,1.89,0.87,0.80,0.00,0.00,0.65,0.44,0.36,4.66,3.86,0.22
ZCTA33873,0.000668485,13762,0.36,0.36,0.00,2.98,2.25,6.03,1.16,0.65,0.00,0.00,0.22,0.07,0.44,4.00,4.43,0.15
ZCTA32011,0.000670573,13805,1.52,0.58,0.00,1.30,1.30,6.30,1.30,0.43,0.00,0.00,0.22,0.00,0.43,6.23,5.80,0.00
ZCTA32063,0.000672274,13840,1.81,0.29,0.14,1.52,1.16,6.21,0.94,1.08,0.00,0.14,0.29,0.29,0.58,6.14,3.40,0.22
ZCTA34442,0.000677763,13953,1.00,0.57,0.07,2.80,2.08,8.82,2.65,0.72,0.00,0.00,0.29,0.07,1.08,8.17,6.16,0.00
ZCTA34134,0.000678928,13977,0.72,0.64,0.07,1.07,4.58,5.72,1.57,0.72,0.00,0.00,0.00,0.07,2.00,7.37,5.37,0.00
ZCTA32968,0.000680774,14015,0.50,0.14,0.00,1.14,2.57,4.14,0.86,0.78,0.00,0.00,0.14,0.07,0.71,3.42,3.57,0.07
ZCTA32903,0.000684417,14090,1.06,0.21,0.14,0.64,2.56,4.47,1.42,0.99,0.00,0.00,0.07,0.07,0.57,5.46,3.97,0.00
ZCTA32931,0.000685777,14118,1.70,0.21,0.14,1.77,3.54,7.44,2.83,1.13,0.00,0.00,0.00,0.07,0.85,10.48,5.88,0.00
ZCTA33765,0.000693161,14270,0.84,0.42,0.07,1.47,1.82,4.63,1.40,0.70,0.00,0.00,0.07,0.07,3.92,5.96,3.64,0.07
ZCTA33815,0.000695978,14328,0.98,0.42,0.21,1.88,1.33,8.31,1.33,1.12,0.00,0.07,0.35,0.14,0.21,5.86,4.96,0.21
ZCTA33498,0.000699670,14404,1.04,0.28,0.07,0.49,2.15,2.78,0.62,0.90,0.00,0.00,0.00,0.07,0.21,4.51,2.92,0.00
ZCTA33602,0.000699913,14409,1.11,0.35,0.07,1.39,1.18,3.12,0.35,0.69,0.00,0.00,0.28,0.00,0.35,3.75,2.71,0.07
ZCTA33983,0.000700544,14422,1.73,0.49,0.14,1.80,5.41,9.71,1.11,1.59,0.00,0.00,0.00,0.14,0.97,8.39,2.77,0.00
ZCTA32656,0.000701078,14433,1.18,0.55,0.21,1.80,2.08,6.72,1.25,0.83,0.00,0.00,0.07,0.14,1.25,7.69,6.51,0.07
ZCTA32534,0.000705499,14524,1.31,0.34,0.07,1.65,3.58,4.54,1.10,2.00,0.00,0.00,0.21,0.21,0.76,7.02,4.41,0.28
ZCTA32413,0.000710113,14619,1.16,1.85,0.00,1.44,2.26,6.02,1.64,0.55,0.00,0.00,0.21,0.14,1.03,4.58,5.27,0.07
ZCTA32176,0.000710599,14629,1.85,0.82,0.14,2.39,4.65,8.34,1.78,0.96,0.00,0.00,0.00,0.07,1.23,9.71,4.58,0.00
ZCTA32615,0.000710648,14630,0.89,0.27,0.07,1.98,1.23,3.90,0.89,0.75,0.00,0.00,0.07,0.48,1.30,6.97,3.83,0.14
ZCTA34610,0.000711911,14656,0.68,0.20,0.07,2.32,1.02,4.91,1.57,0.82,0.00,0.00,0.20,0.07,2.18,4.03,4.09,0.00
ZCTA32317,0.000712348,14665,0.27,0.07,0.00,0.89,1.77,2.18,0.41,0.34,0.00,0.07,0.07,0.20,0.55,4.30,2.11,0.00
ZCTA34235,0.000712639,14671,1.50,1.09,0.07,1.70,5.59,7.02,1.43,1.64,0.00,0.00,0.07,0.14,1.98,11.93,4.77,0.00
ZCTA34241,0.000712833,14675,0.75,0.55,0.07,0.89,3.00,4.63,0.68,0.75,0.00,0.00,0.07,0.07,1.29,5.11,2.79,0.00
ZCTA33778,0.000714534,14710,1.84,0.34,0.00,2.38,2.45,7.00,1.36,1.56,0.00,0.07,0.20,0.41,5.64,6.87,7.14,0.07
ZCTA32963,0.000718420,14790,0.95,0.54,0.14,0.74,6.69,5.34,1.15,1.42,0.00,0.00,0.00,0.00,1.96,8.79,4.39,0.00
ZCTA33154,0.000718420,14790,0.88,0.34,0.20,0.81,2.70,3.72,0.20,0.54,0.00,0.00,0.07,0.07,0.61,3.99,2.16,0.00
ZCTA33136,0.000720800,14839,1.75,0.13,0.13,2.16,2.16,4.85,0.61,1.28,0.00,0.00,0.34,0.27,0.20,6.74,6.07,0.27
ZCTA33527,0.000721334,14850,0.81,0.40,0.13,1.68,1.41,3.64,0.40,0.61,0.00,0.00,0.07,0.13,0.27,5.72,3.16,0.07
ZCTA33973,0.000722548,14875,0.13,0.07,0.13,0.81,0.54,1.01,0.27,0.13,0.00,0.00,0.61,0.13,0.27,1.61,2.82,0.07
ZCTA33412,0.000724637,14918,0.80,0.13,0.07,0.87,1.34,2.68,0.54,0.54,0.00,0.00,0.00,0.34,0.60,4.09,3.62,0.13
ZCTA33019,0.000725366,14933,0.40,0.74,0.00,1.00,2.14,4.08,0.80,0.74,0.00,0.00,0.00,0.07,0.60,3.95,3.48,0.00
ZCTA32641,0.000728086,14989,1.40,0.13,0.07,2.00,0.67,3.67,0.80,0.93,0.00,0.07,0.47,0.33,1.67,6.87,3.00,0.20
ZCTA33301,0.000731632,15062,0.60,0.27,0.00,0.13,1.13,2.39,0.73,0.33,0.00,0.00,0.20,0.07,0.27,3.19,4.05,0.00
ZCTA33469,0.000738092,15195,0.59,0.59,0.00,1.05,3.82,5.13,1.58,0.46,0.00,0.00,0.00,0.00,0.66,6.84,4.74,0.07
ZCTA33701,0.000738772,15209,0.92,0.53,0.13,2.50,2.56,5.19,1.78,0.79,0.00,0.00,0.33,0.13,7.30,7.43,7.30,0.07
ZCTA33330,0.000739598,15226,0.46,0.07,0.20,0.46,1.25,2.36,0.39,0.26,0.00,0.00,0.00,0.00,0.07,2.36,2.56,0.00
ZCTA33972,0.000743144,15299,0.78,0.07,0.13,2.42,1.11,2.29,0.20,0.46,0.00,0.00,0.07,0.20,0.20,2.88,3.33,0.00
ZCTA32091,0.000743727,15311,1.44,0.20,0.20,1.96,1.31,7.12,1.76,1.18,0.00,0.00,0.20,0.26,1.37,11.50,5.03,0.13
ZCTA32459,0.000748050,15400,0.32,0.78,0.06,1.10,1.56,2.47,1.62,0.71,0.00,0.00,0.06,0.26,0.71,5.19,2.53,0.06
ZCTA34239,0.000752859,15499,1.68,0.52,0.06,1.35,3.87,6.58,1.10,0.52,0.00,0.00,0.00,0.13,2.26,8.39,5.81,0.13
ZCTA33035,0.000760582,15658,0.26,0.13,0.06,1.02,0.89,1.41,0.57,0.13,0.00,0.00,0.38,0.19,0.06,2.11,1.66,0.06
ZCTA34984,0.000760825,15663,0.96,0.13,0.00,1.15,2.87,4.21,0.70,1.28,0.00,0.00,0.19,0.32,0.38,3.96,4.21,0.00
ZCTA32922,0.000764614,15741,1.14,0.44,0.13,2.29,0.64,5.72,1.33,0.95,0.00,0.13,0.51,0.00,0.64,8.32,7.31,0.19
ZCTA33872,0.000766411,15778,1.52,0.19,0.13,3.49,4.18,9.38,1.20,0.82,0.00,0.00,0.06,0.06,0.38,6.46,3.55,0.00
ZCTA34117,0.000767189,15794,0.25,0.19,0.06,0.82,1.90,2.98,0.76,0.13,0.00,0.00,0.13,0.13,0.38,2.41,3.80,0.00
ZCTA32310,0.000770589,15864,0.82,0.13,0.13,1.64,0.82,3.40,1.01,0.44,0.00,0.06,0.38,0.19,0.50,6.68,3.28,0.13
ZCTA34224,0.000772969,15913,1.89,0.57,0.13,2.20,4.34,7.29,2.20,0.69,0.00,0.00,0.06,0.13,1.70,9.24,4.40,0.06
ZCTA34951,0.000776126,15978,0.94,0.56,0.13,2.25,3.07,6.57,1.75,0.88,0.00,0.00,0.13,0.06,0.94,6.95,4.76,0.06
ZCTA32226,0.000777826,16013,0.94,0.19,0.06,1.31,1.69,4.75,1.06,0.87,0.00,0.00,0.06,0.19,0.62,4.43,5.25,0.12
ZCTA34292,0.000779818,16054,1.31,1.31,0.25,1.68,7.23,7.97,0.69,1.56,0.00,0.06,0.00,0.19,1.18,13.39,4.30,0.00
ZCTA33708,0.000781955,16098,1.37,0.25,0.12,1.80,3.48,5.59,1.93,0.81,0.00,0.06,0.12,0.00,5.78,7.02,5.90,0.00
ZCTA33616,0.000784238,16145,0.62,0.37,0.12,0.99,1.30,2.42,1.05,0.74,0.00,0.00,0.12,0.12,0.68,4.09,2.97,0.06
ZCTA33146,0.000784773,16156,0.80,0.31,0.00,0.31,1.61,1.92,0.25,0.80,0.00,0.00,0.00,0.00,0.19,2.91,1.61,0.00
ZCTA33706,0.000791476,16294,1.04,0.55,0.06,1.66,2.88,5.83,1.29,0.49,0.00,0.00,0.00,0.12,4.85,6.38,6.26,0.00
ZCTA33190,0.000792010,16305,0.37,0.06,0.00,0.43,0.67,1.04,0.25,0.25,0.00,0.00,0.12,0.06,0.12,1.41,1.29,0.06
ZCTA33948,0.000794730,16361,2.20,0.31,0.24,3.06,4.77,8.80,1.96,1.34,0.00,0.00,0.00,0.31,1.47,9.84,2.99,0.06
ZCTA33534,0.000800851,16487,0.42,0.06,0.06,0.73,0.55,2.97,0.79,0.18,0.00,0.00,0.30,0.00,0.61,2.37,4.55,0.12
ZCTA32206,0.000801482,16500,2.73,0.30,0.06,3.09,0.97,4.67,1.15,1.58,0.00,0.00,0.36,0.06,0.67,6.91,7.64,0.42
ZCTA33704,0.000801628,16503,0.36,0.55,0.06,1.09,2.06,3.58,0.91,0.61,0.00,0.00,0.00,0.18,4.42,4.12,4.79,0.00
ZCTA34108,0.000808088,16636,0.60,0.24,0.12,0.66,4.33,4.27,1.20,0.54,0.00,0.00,0.30,0.00,1.86,6.19,3.43,0.00
ZCTA34446,0.000808623,16647,1.44,0.66,0.00,3.24,2.88,11.53,2.16,1.20,0.00,0.00,0.00,0.18,1.56,7.09,7.81,0.06
ZCTA34474,0.000809206,16659,0.60,0.42,0.12,1.68,6.00,6.12,1.14,0.48,0.00,0.00,0.36,0.18,2.64,7.20,7.92,0.18
ZCTA33131,0.000811926,16715,0.18,0.06,0.06,0.36,0.54,0.54,0.18,0.06,0.00,0.00,0.12,0.12,0.18,0.96,1.56,0.00
ZCTA34114,0.000812509,16727,0.72,0.00,0.18,1.20,1.55,4.30,1.55,0.24,0.00,0.00,0.12,0.12,0.96,4.18,3.17,0.00
ZCTA33066,0.000815375,16786,1.31,0.83,0.06,1.55,3.75,7.03,0.77,2.09,0.00,0.00,0.06,0.12,0.77,7.68,3.99,0.00
ZCTA33004,0.000816638,16812,0.71,0.06,0.06,1.61,1.37,3.21,1.13,1.01,0.00,0.00,0.24,0.12,0.54,4.46,4.22,0.06
ZCTA34788,0.000820232,16886,2.13,0.36,0.30,3.20,3.67,8.82,2.43,1.07,0.00,0.00,0.06,0.36,0.77,8.88,7.46,0.12
ZCTA34994,0.000821349,16909,1.01,0.77,0.24,1.89,5.09,6.98,1.18,1.06,0.00,0.00,0.06,0.24,0.71,7.63,5.38,0.00
ZCTA34210,0.000826887,17023,1.59,0.41,0.12,0.94,2.94,4.23,1.53,0.94,0.00,0.00,0.06,0.12,1.12,6.93,4.76,0.00
ZCTA34950,0.000827081,17027,1.47,0.12,0.29,3.70,2.82,5.52,1.41,1.41,0.00,0.06,0.41,0.06,0.35,6.05,6.05,0.18
ZCTA33898,0.000830967,17107,1.34,0.23,0.23,2.28,1.81,6.55,1.34,1.23,0.00,0.00,0.12,0.00,0.35,5.49,3.92,0.06
ZCTA32055,0.000831307,17114,1.46,0.18,0.41,2.75,1.23,6.19,1.52,1.52,0.00,0.00,0.35,0.47,0.82,7.71,4.91,0.18
ZCTA33974,0.000831550,17119,0.18,0.12,0.23,1.17,0.58,1.34,0.64,0.12,0.00,0.00,0.35,0.23,0.06,1.99,2.86,0.06
ZCTA32428,0.000834464,17179,1.05,1.22,0.12,3.09,2.27,7.28,0.76,1.34,0.00,0.00,0.29,0.35,1.34,7.97,4.02,0.06
ZCTA33777,0.000834464,17179,0.99,0.47,0.06,2.39,1.98,7.04,1.22,0.58,0.00,0.00,0.23,0.17,4.42,7.39,4.37,0.00
ZCTA34105,0.000837816,17248,0.52,0.52,0.06,0.75,4.64,3.77,1.28,0.29,0.00,0.00,0.00,0.06,0.81,5.28,3.88,0.00
ZCTA32766,0.000838010,17252,0.58,0.17,0.00,0.70,0.99,1.57,0.35,0.23,0.00,0.00,0.12,0.00,0.29,2.26,2.09,0.00
ZCTA33760,0.000838399,17260,0.98,0.35,0.06,1.16,0.87,3.24,1.27,0.35,0.00,0.00,0.17,0.12,2.20,2.26,4.11,0.17
ZCTA34237,0.000840682,17307,0.69,0.40,0.00,1.21,2.48,3.64,1.33,0.69,0.00,0.00,0.17,0.23,0.98,7.40,4.04,0.00
ZCTA33565,0.000840876,17311,1.27,0.23,0.06,1.79,2.31,5.60,0.87,1.04,0.00,0.00,0.17,0.17,0.23,7.16,4.22,0.00
ZCTA33637,0.000842528,17345,0.52,0.12,0.12,0.92,1.04,3.52,0.35,0.52,0.00,0.00,0.63,0.23,0.23,2.88,2.59,0.17
ZCTA32118,0.000842722,17349,2.36,0.46,0.23,2.13,5.01,8.70,2.02,1.56,0.00,0.06,0.17,0.17,0.75,8.07,7.44,0.12
ZCTA34771,0.000842819,17351,1.50,0.12,0.06,0.92,1.44,4.09,0.63,0.81,0.00,0.00,0.17,0.12,0.29,3.00,3.69,0.00
ZCTA34223,0.000843742,17370,1.73,0.69,0.23,2.01,5.47,8.52,1.96,1.04,0.00,0.00,0.00,0.06,1.84,10.65,4.66,0.00
ZCTA32821,0.000843936,17374,0.63,0.23,0.06,0.75,0.92,1.90,0.46,0.63,0.00,0.00,0.17,0.23,0.12,2.82,2.99,0.00
ZCTA33182,0.000844179,17379,0.52,0.06,0.06,0.69,2.82,2.07,0.40,0.58,0.00,0.00,0.17,0.00,0.00,3.39,1.09,0.00
ZCTA34613,0.000846802,17433,1.89,1.15,0.11,4.53,3.27,12.05,2.01,0.75,0.00,0.00,0.06,0.11,7.23,10.38,7.92,0.00
ZCTA33605,0.000847968,17457,2.06,0.23,0.11,1.83,1.55,5.04,1.37,0.92,0.00,0.00,0.86,0.40,0.74,6.70,6.07,0.23
ZCTA33413,0.000848745,17473,0.52,0.17,0.06,0.74,0.92,2.17,0.29,0.29,0.00,0.11,0.11,0.29,0.23,2.80,3.95,0.06
ZCTA32433,0.000854234,17586,0.74,0.34,0.06,1.99,1.31,6.08,1.08,1.65,0.00,0.00,0.06,0.11,0.85,5.97,3.75,0.06
ZCTA34465,0.000855060,17603,0.97,0.74,0.17,2.90,2.50,8.75,1.08,0.74,0.00,0.00,0.11,0.17,1.25,6.76,5.51,0.06
ZCTA32804,0.000857489,17653,0.85,0.40,0.06,1.08,1.76,2.89,0.68,0.57,0.00,0.00,0.23,0.11,0.57,5.83,4.31,0.06
ZCTA34145,0.000859383,17692,1.02,0.23,0.11,0.79,3.39,4.13,1.30,0.57,0.00,0.00,0.11,0.11,1.24,4.86,3.84,0.00
ZCTA33559,0.000861278,17731,0.51,0.06,0.00,1.13,1.24,2.31,0.51,0.17,0.00,0.00,0.06,0.23,0.79,1.75,2.20,0.06
ZCTA33773,0.000863075,17768,0.56,0.45,0.11,1.97,1.29,4.16,0.84,0.68,0.00,0.11,0.11,0.00,3.15,4.84,4.00,0.00
ZCTA32966,0.000867932,17868,1.68,1.29,0.22,1.68,6.88,8.23,1.34,2.52,0.00,0.00,0.11,0.22,1.23,11.19,6.27,0.06
ZCTA34715,0.000871818,17948,0.22,0.17,0.00,1.11,1.45,2.40,0.56,0.22,0.00,0.00,0.11,0.06,0.17,3.34,2.56,0.06
ZCTA34233,0.000873810,17989,1.78,0.89,0.22,1.39,5.23,6.56,0.95,0.67,0.00,0.06,0.11,0.00,1.50,9.23,4.11,0.11
ZCTA33549,0.000875073,18015,0.72,0.50,0.11,1.11,1.94,4.27,0.83,0.67,0.00,0.00,0.17,0.06,0.89,5.44,3.89,0.00
ZCTA33716,0.000876433,18043,0.50,0.17,0.11,1.33,1.66,3.49,0.89,0.39,0.00,0.00,0.06,0.06,5.82,3.99,2.66,0.00
ZCTA34285,0.000877696,18069,2.21,0.77,0.11,1.99,8.41,11.40,2.05,1.88,0.00,0.00,0.00,0.11,3.82,19.48,4.87,0.00
ZCTA34695,0.000879007,18096,0.88,0.50,0.06,1.71,3.76,4.31,1.16,0.77,0.00,0.00,0.00,0.11,5.19,4.42,4.03,0.11
ZCTA34420,0.000879542,18107,0.77,0.39,0.28,2.32,3.20,6.85,1.49,0.33,0.00,0.00,0.55,0.17,1.10,5.47,6.85,0.06
ZCTA32408,0.000881193,18141,1.27,1.71,0.00,2.15,2.20,5.51,1.49,0.44,0.00,0.00,0.00,0.17,0.44,4.24,4.13,0.11
ZCTA34736,0.000884691,18213,0.49,0.11,0.05,1.48,1.04,4.23,0.60,0.33,0.00,0.00,0.05,0.22,0.27,5.05,4.28,0.00
ZCTA33598,0.000885322,18226,1.04,0.11,0.05,1.21,1.10,2.36,0.49,0.27,0.00,0.00,0.22,0.05,0.66,3.68,5.21,0.00
ZCTA33408,0.000886391,18248,0.66,0.38,0.05,0.66,4.00,6.14,1.32,0.66,0.00,0.00,0.05,0.11,0.93,8.82,5.37,0.00
ZCTA33635,0.000891491,18353,0.82,0.16,0.05,0.82,1.31,2.78,0.71,0.33,0.00,0.00,0.11,0.00,1.31,2.83,2.72,0.05
ZCTA33759,0.000892123,18366,0.98,0.82,0.11,1.63,3.92,5.17,0.87,0.82,0.00,0.00,0.05,0.27,8.39,5.34,5.01,0.05
ZCTA33523,0.000893143,18387,0.49,0.27,0.05,2.66,2.34,5.55,1.09,0.92,0.00,0.00,0.11,0.22,1.20,4.68,4.24,0.00
ZCTA33912,0.000893871,18402,0.54,0.49,0.05,1.47,2.88,4.84,0.87,0.54,0.00,0.00,0.00,0.05,0.71,6.09,4.35,0.00
ZCTA33609,0.000894406,18413,0.22,0.27,0.11,0.98,2.06,3.37,0.38,0.49,0.00,0.00,0.00,0.05,0.22,4.83,2.88,0.00
ZCTA32097,0.000899506,18518,0.92,0.32,0.11,1.03,0.59,5.78,1.08,0.70,0.00,0.00,0.11,0.16,0.43,5.08,5.08,0.05
ZCTA33545,0.000899700,18522,0.54,0.22,0.05,0.70,1.35,1.57,0.22,0.65,0.00,0.00,0.05,0.11,0.76,1.35,2.05,0.00
ZCTA33976,0.000901255,18554,0.22,0.16,0.00,0.59,0.65,0.81,0.49,0.16,0.00,0.00,0.32,0.11,0.00,1.40,2.75,0.11
ZCTA32601,0.000902469,18579,0.97,0.05,0.11,0.97,0.70,1.83,0.81,0.27,0.00,0.00,0.27,0.11,0.75,4.68,2.53,0.11
ZCTA34286,0.000904703,18625,0.75,0.21,0.21,0.91,1.56,3.54,1.13,0.91,0.00,0.00,0.11,0.16,0.27,4.46,4.08,0.00
ZCTA32351,0.000905578,18643,1.13,0.43,0.11,2.15,1.72,4.40,1.02,1.39,0.00,0.00,0.32,0.05,0.75,7.29,3.65,0.11
ZCTA32934,0.000911310,18761,0.80,0.43,0.11,1.55,2.67,6.13,0.96,1.23,0.00,0.00,0.00,0.16,0.48,7.68,4.74,0.11
ZCTA33304,0.000911795,18771,0.69,0.16,0.05,1.54,1.01,2.88,1.23,0.75,0.00,0.00,0.11,0.11,0.59,3.73,5.43,0.05
ZCTA32141,0.000914564,18828,1.75,0.27,0.16,2.18,4.04,10.09,1.49,1.17,0.00,0.00,0.11,0.16,0.58,6.37,3.98,0.05
ZCTA34685,0.000918013,18899,0.53,0.48,0.00,0.53,2.33,2.86,0.42,0.53,0.00,0.00,0.05,0.11,3.60,3.65,2.22,0.00
ZCTA32541,0.000918450,18908,0.48,0.32,0.05,1.22,1.32,3.60,1.06,0.85,0.00,0.05,0.21,0.16,0.85,5.55,3.54,0.05
ZCTA33572,0.000922822,18998,0.74,0.32,0.00,1.00,2.00,3.84,1.05,0.32,0.00,0.05,0.05,0.26,0.68,3.79,3.21,0.05
ZCTA34480,0.000924328,19029,0.95,0.26,0.11,1.73,2.84,4.68,1.10,0.37,0.00,0.00,0.00,0.32,0.58,4.20,5.41,0.11
ZCTA33774,0.000928165,19108,1.52,0.79,0.10,2.36,3.04,5.76,1.20,1.26,0.00,0.00,0.10,0.10,4.13,8.27,5.76,0.16
ZCTA34481,0.000930059,19147,1.31,1.04,0.21,3.50,9.92,9.92,1.36,1.25,0.00,0.00,0.05,0.16,2.51,10.24,9.24,0.00
ZCTA33187,0.000936811,19286,0.83,0.05,0.00,1.04,1.09,2.02,0.78,0.47,0.00,0.00,0.10,0.00,0.16,3.21,2.54,0.00
ZCTA34212,0.000937540,19301,0.41,0.05,0.05,0.31,1.76,1.92,0.62,0.36,0.00,0.00,0.00,0.05,0.52,3.16,2.90,0.00
ZCTA34238,0.000940600,19364,1.45,0.57,0.15,0.93,7.28,8.06,0.93,1.34,0.00,0.00,0.00,0.10,3.41,11.57,4.13,0.05
ZCTA32024,0.000941280,19378,1.08,0.21,0.05,2.12,1.44,5.37,1.08,0.57,0.00,0.00,0.10,0.15,0.88,6.19,4.64,0.21
ZCTA32217,0.000942883,19411,1.13,0.31,0.05,1.39,1.08,5.46,0.98,0.67,0.00,0.00,0.21,0.15,1.29,7.62,4.17,0.10
ZCTA34747,0.000942980,19413,0.62,0.15,0.00,0.72,0.46,1.65,0.52,0.36,0.00,0.00,0.10,0.10,0.52,2.11,2.11,0.00
ZCTA33606,0.000945555,19466,0.98,0.15,0.05,0.41,1.70,2.47,0.77,0.31,0.00,0.00,0.05,0.05,0.67,4.88,3.19,0.00
ZCTA34473,0.000948275,19522,0.72,0.05,0.15,1.90,2.71,3.59,1.18,0.67,0.00,0.00,0.31,0.26,0.77,4.46,4.00,0.20
ZCTA33432,0.000950995,19578,0.77,0.26,0.00,0.97,2.71,3.63,0.92,0.51,0.00,0.00,0.10,0.00,1.33,5.82,4.39,0.00
ZCTA32803,0.000951238,19583,0.41,0.31,0.00,1.02,1.58,2.60,0.71,0.41,0.00,0.05,0.31,0.15,0.36,3.78,3.88,0.00
ZCTA33761,0.000959058,19744,1.01,0.56,0.10,1.47,5.22,5.67,1.06,0.96,0.00,0.00,0.10,0.05,5.82,4.96,4.15,0.00
ZCTA32128,0.000962070,19806,1.31,0.50,0.10,1.11,3.18,5.35,1.06,1.11,0.00,0.00,0.05,0.10,0.76,4.75,3.38,0.00
ZCTA33167,0.000963576,19837,0.91,0.20,0.10,1.97,0.91,3.43,0.40,1.11,0.00,0.05,0.20,0.20,0.30,2.47,3.93,0.00
ZCTA33897,0.000964450,19855,0.45,0.40,0.10,1.06,1.01,3.02,0.65,0.60,0.00,0.05,0.15,0.05,0.71,2.77,2.72,0.05
